Town,FIPS,Year,Age Range,Allegation Type,Report Status,Measure Type,Variable,Value
Salisbury,0900566420,2013,9 to 17,Physical Neglect,Unsubstantiated,Number,Child Abuse and Neglect,6
Salisbury,0900566420,2013,9 to 17,Emotional Neglect,Unsubstantiated,Number,Child Abuse and Neglect,2
Salisbury,0900566420,2013,9 to 17,Emotional Neglect,Pending,Number,Child Abuse and Neglect,0
Salisbury,0900566420,2011,0 to 9,All,Substantiated unduplicated,Number,Child Abuse and Neglect,0
Salisbury,0900566420,2013,0 to 8,Emotional Neglect,Pending,Number,Child Abuse and Neglect,0
Salisbury,0900566420,2013,0 to 8,Sexual Abuse/Exploitation,Pending,Number,Child Abuse and Neglect,0
Salisbury,0900566420,2013,0 to 8,Emotional Neglect,Unsubstantiated,Number,Child Abuse and Neglect,2
Sandy Hook,0NA,2013,0 to 8,Emotional Neglect,Pending,Number,Child Abuse and Neglect,2
Sandy Hook,0NA,2013,0 to 8,Moral Neglect,Pending,Number,Child Abuse and Neglect,0
Sandy Hook,0NA,2013,0 to 8,Physical Abuse,Pending,Number,Child Abuse and Neglect,2
Sandy Hook,0NA,2013,0 to 8,Physical Neglect,Pending,Number,Child Abuse and Neglect,7
Sandy Hook,0NA,2013,0 to 8,Physical Abuse,Substantiated,Number,Child Abuse and Neglect,-9999
Sandy Hook,0NA,2013,0 to 8,Physical Neglect,Substantiated,Number,Child Abuse and Neglect,-9999
Sandy Hook,0NA,2013,9 to 17,Emotional Neglect,Pending,Number,Child Abuse and Neglect,2
Sandy Hook,0NA,2013,9 to 17,Moral Neglect,Pending,Number,Child Abuse and Neglect,0
Sandy Hook,0NA,2013,9 to 17,Physical Abuse,Pending,Number,Child Abuse and Neglect,2
Sandy Hook,0NA,2013,9 to 17,Physical Neglect,Pending,Number,Child Abuse and Neglect,7
Sandy Hook,0NA,2013,0 to 8,All,Substantiated unduplicated,Number,Child Abuse and Neglect,-9999
Sandy Hook,0NA,2013,0 to 8,All,Referred to Family Assessment Response,Number,Child Abuse and Neglect,25
Sandy Hook,0NA,2013,9 to 17,All,Referred to Family Assessment Response,Number,Child Abuse and Neglect,12
Sandy Hook,0NA,2013,0 to 8,Physical Abuse,Unsubstantiated,Number,Child Abuse and Neglect,3
Sandy Hook,0NA,2013,9 to 17,All,Substantiated unduplicated,Number,Child Abuse and Neglect,-9999
Sandy Hook,0NA,2013,0 to 8,Emotional Neglect,Unsubstantiated,Number,Child Abuse and Neglect,5
Sandy Hook,0NA,2013,0 to 8,Moral Neglect,Unsubstantiated,Number,Child Abuse and Neglect,1
Sandy Hook,0NA,2013,0 to 8,Emotional Neglect,Substantiated,Number,Child Abuse and Neglect,-9999
Sandy Hook,0NA,2013,9 to 17,Physical Neglect,Unsubstantiated,Number,Child Abuse and Neglect,6
Sandy Hook,0NA,2013,0 to 8,Physical Neglect,Unsubstantiated,Number,Child Abuse and Neglect,6
Sandy Hook,0NA,2013,0 to 8,Moral Neglect,Substantiated,Number,Child Abuse and Neglect,-9999
Sandy Hook,0NA,2013,9 to 17,Physical Neglect,Substantiated,Number,Child Abuse and Neglect,-9999
Sandy Hook,0NA,2013,9 to 17,Emotional Neglect,Unsubstantiated,Number,Child Abuse and Neglect,5
Sandy Hook,0NA,2013,9 to 17,Moral Neglect,Unsubstantiated,Number,Child Abuse and Neglect,1
Sandy Hook,0NA,2013,9 to 17,Emotional Neglect,Substantiated,Number,Child Abuse and Neglect,-9999
Sandy Hook,0NA,2013,9 to 17,Physical Abuse,Unsubstantiated,Number,Child Abuse and Neglect,3
Sandy Hook,0NA,2013,9 to 17,Moral Neglect,Substantiated,Number,Child Abuse and Neglect,-9999
Sandy Hook,0NA,2013,9 to 17,Physical Abuse,Substantiated,Number,Child Abuse and Neglect,-9999
Scotland,0901567400,2008,0 to 9,Physical Neglect,Unsubstantiated,Rate per 1000,Child Abuse and Neglect,62.11
Scotland,0901567400,2009,0 to 9,Physical Neglect,Total reports,Rate per 1000,Child Abuse and Neglect,93.17
Scotland,0901567400,2013,0 to 8,All,Substantiated unduplicated,Number,Child Abuse and Neglect,-9999
Scotland,0901567400,2013,9 to 17,Emotional Abuse/Maltreatment,Pending,Number,Child Abuse and Neglect,0
Scotland,0901567400,2008,0 to 9,All,Substantiated,Number,Child Abuse and Neglect,0
Scotland,0901567400,2013,0 to 8,Emotional Neglect,Substantiated,Number,Child Abuse and Neglect,-9999
Scotland,0901567400,2013,9 to 17,Physical Abuse,Unsubstantiated,Number,Child Abuse and Neglect,1
Scotland,0901567400,2008,0 to 9,All,Substantiated,Rate per 1000,Child Abuse and Neglect,0
Scotland,0901567400,2008,0 to 9,Physical Neglect,Total reports,Number,Child Abuse and Neglect,10
Scotland,0901567400,2013,0 to 8,Physical Neglect,Pending,Number,Child Abuse and Neglect,1
Scotland,0901567400,2013,9 to 17,Emotional Abuse/Maltreatment,Substantiated,Number,Child Abuse and Neglect,-9999
Scotland,0901567400,2008,0 to 9,Physical Neglect,Unsubstantiated,Number,Child Abuse and Neglect,10
Scotland,0901567400,2013,0 to 8,Emotional Abuse/Maltreatment,Pending,Number,Child Abuse and Neglect,0
Scotland,0901567400,2008,0 to 9,Physical Neglect,Total reports,Rate per 1000,Child Abuse and Neglect,62.11
Scotland,0901567400,2013,0 to 8,Emotional Abuse/Maltreatment,Substantiated,Number,Child Abuse and Neglect,-9999
Scotland,0901567400,2013,9 to 17,Physical Neglect,Unsubstantiated,Number,Child Abuse and Neglect,5
Scotland,0901567400,2013,0 to 8,Emotional Abuse/Maltreatment,Unsubstantiated,Number,Child Abuse and Neglect,1
Scotland,0901567400,2013,0 to 8,Sexual Abuse/Exploitation,Pending,Number,Child Abuse and Neglect,0
Scotland,0901567400,2013,9 to 17,Emotional Neglect,Unsubstantiated,Number,Child Abuse and Neglect,1
Scotland,0901567400,2009,0 to 9,Physical Neglect,Total reports,Number,Child Abuse and Neglect,15
Scotland,0901567400,2013,0 to 8,Sexual Abuse/Exploitation,Unsubstantiated,Number,Child Abuse and Neglect,2
Scotland,0901567400,2013,9 to 17,Emotional Abuse/Maltreatment,Unsubstantiated,Number,Child Abuse and Neglect,1
Scotland,0901567400,2013,0 to 8,Physical Abuse,Pending,Number,Child Abuse and Neglect,0
Scotland,0901567400,2013,9 to 17,Emotional Neglect,Pending,Number,Child Abuse and Neglect,0
Scotland,0901567400,2013,9 to 17,Emotional Neglect,Substantiated,Number,Child Abuse and Neglect,-9999
Scotland,0901567400,2011,0 to 9,Physical Neglect,Total reports,Rate per 1000,Child Abuse and Neglect,74.53
Scotland,0901567400,2013,0 to 8,Emotional Neglect,Unsubstantiated,Number,Child Abuse and Neglect,1
Scotland,0901567400,2013,9 to 17,Sexual Abuse/Exploitation,Pending,Number,Child Abuse and Neglect,0
Scotland,0901567400,2012,0 to 9,All,Substantiated unduplicated,Rate per 1000,Child Abuse and Neglect,0
Scotland,0901567400,2009,0 to 9,Physical Neglect,Unsubstantiated,Number,Child Abuse and Neglect,10
Scotland,0901567400,2009,0 to 9,Physical Neglect,Unsubstantiated,Rate per 1000,Child Abuse and Neglect,62.11
Scotland,0901567400,2013,0 to 8,All,Referred to Family Assessment Response,Number,Child Abuse and Neglect,-9999
Scotland,0901567400,2013,0 to 8,Physical Neglect,Unsubstantiated,Number,Child Abuse and Neglect,5
Scotland,0901567400,2013,9 to 17,Physical Neglect,Pending,Number,Child Abuse and Neglect,1
Scotland,0901567400,2013,0 to 8,Physical Abuse,Unsubstantiated,Number,Child Abuse and Neglect,1
Scotland,0901567400,2011,0 to 9,Physical Neglect,Total reports,Number,Child Abuse and Neglect,12
Scotland,0901567400,2013,0 to 8,Physical Abuse,Substantiated,Number,Child Abuse and Neglect,-9999
Scotland,0901567400,2013,9 to 17,Physical Abuse,Pending,Number,Child Abuse and Neglect,0
Scotland,0901567400,2013,0 to 8,Physical Neglect,Substantiated,Number,Child Abuse and Neglect,-9999
Scotland,0901567400,2013,9 to 17,Physical Neglect,Substantiated,Number,Child Abuse and Neglect,-9999
Scotland,0901567400,2013,9 to 17,Sexual Abuse/Exploitation,Unsubstantiated,Number,Child Abuse and Neglect,2
Scotland,0901567400,2013,0 to 8,Emotional Neglect,Pending,Number,Child Abuse and Neglect,0
Scotland,0901567400,2013,0 to 8,Sexual Abuse/Exploitation,Substantiated,Number,Child Abuse and Neglect,-9999
Scotland,0901567400,2013,9 to 17,Physical Abuse,Substantiated,Number,Child Abuse and Neglect,-9999
Scotland,0901567400,2013,9 to 17,Sexual Abuse/Exploitation,Substantiated,Number,Child Abuse and Neglect,-9999
Scotland,0901567400,2012,0 to 9,All,Substantiated unduplicated,Number,Child Abuse and Neglect,0
Seymour,0900967610,2013,0 to 8,Physical Abuse,Unsubstantiated,Number,Child Abuse and Neglect,10
Seymour,0900967610,2009,0 to 9,Emotional Neglect,Unsubstantiated,Number,Child Abuse and Neglect,15
Seymour,0900967610,2010,0 to 9,Physical Neglect,Total reports,Rate per 1000,Child Abuse and Neglect,39.76
Seymour,0900967610,2010,0 to 9,Emotional Neglect,Total reports,Rate per 1000,Child Abuse and Neglect,13.86
Seymour,0900967610,2013,0 to 8,Emotional Neglect,Unsubstantiated,Number,Child Abuse and Neglect,10
Seymour,0900967610,2009,0 to 9,Emotional Neglect,Total reports,Number,Child Abuse and Neglect,19
Seymour,0900967610,2013,9 to 17,Emotional Abuse/Maltreatment,Unsubstantiated,Number,Child Abuse and Neglect,2
Seymour,0900967610,2013,9 to 17,Physical Neglect,Substantiated,Number,Child Abuse and Neglect,22
Seymour,0900967610,2009,0 to 9,Physical Abuse,Total reports,Rate per 1000,Child Abuse and Neglect,14.46
Seymour,0900967610,2013,0 to 8,Physical Neglect,Pending,Number,Child Abuse and Neglect,5
Seymour,0900967610,2008,0 to 9,Physical Abuse,Unsubstantiated,Number,Child Abuse and Neglect,17
Seymour,0900967610,2013,9 to 17,Emotional Neglect,Unsubstantiated,Number,Child Abuse and Neglect,10
Seymour,0900967610,2013,0 to 8,Educational Neglect,Unsubstantiated,Number,Child Abuse and Neglect,1
Seymour,0900967610,2008,0 to 9,All,Substantiated,Rate per 1000,Child Abuse and Neglect,22.29
Seymour,0900967610,2009,0 to 9,Physical Neglect,Total reports,Rate per 1000,Child Abuse and Neglect,40.36
Seymour,0900967610,2013,0 to 8,Sexual Abuse/Exploitation,Substantiated,Number,Child Abuse and Neglect,-9999
Seymour,0900967610,2009,0 to 9,Physical Abuse,Total reports,Number,Child Abuse and Neglect,24
Seymour,0900967610,2013,9 to 17,Physical Abuse,Unsubstantiated,Number,Child Abuse and Neglect,10
Seymour,0900967610,2013,0 to 8,Medical Neglect,Unsubstantiated,Number,Child Abuse and Neglect,2
Seymour,0900967610,2011,0 to 9,Emotional Neglect,Total reports,Rate per 1000,Child Abuse and Neglect,21.69
Seymour,0900967610,2010,0 to 9,Physical Neglect,Substantiated,Rate per 1000,Child Abuse and Neglect,6.02
Seymour,0900967610,2013,0 to 8,Physical Neglect,Substantiated,Number,Child Abuse and Neglect,22
Seymour,0900967610,2013,0 to 8,Emotional Abuse/Maltreatment,Substantiated,Number,Child Abuse and Neglect,-9999
Seymour,0900967610,2013,0 to 8,Sexual Abuse/Exploitation,Unsubstantiated,Number,Child Abuse and Neglect,1
Seymour,0900967610,2013,0 to 8,Emotional Neglect,Substantiated,Number,Child Abuse and Neglect,-9999
Seymour,0900967610,2010,0 to 9,Emotional Neglect,Unsubstantiated,Number,Child Abuse and Neglect,11
Seymour,0900967610,2013,9 to 17,Medical Neglect,Unsubstantiated,Number,Child Abuse and Neglect,2
Seymour,0900967610,2013,0 to 8,Physical Neglect,Unsubstantiated,Number,Child Abuse and Neglect,25
Seymour,0900967610,2013,9 to 17,Educational Neglect,Unsubstantiated,Number,Child Abuse and Neglect,1
Seymour,0900967610,2013,9 to 17,Medical Neglect,Substantiated,Number,Child Abuse and Neglect,-9999
Seymour,0900967610,2013,9 to 17,Physical Abuse,Substantiated,Number,Child Abuse and Neglect,-9999
Seymour,0900967610,2012,0 to 9,All,Substantiated unduplicated,Number,Child Abuse and Neglect,27
Seymour,0900967610,2013,0 to 8,Physical Abuse,Substantiated,Number,Child Abuse and Neglect,-9999
Seymour,0900967610,2013,9 to 17,Educational Neglect,Substantiated,Number,Child Abuse and Neglect,-9999
Seymour,0900967610,2011,0 to 9,Physical Neglect,Substantiated,Number,Child Abuse and Neglect,13
Seymour,0900967610,2008,0 to 9,Emotional Neglect,Total reports,Number,Child Abuse and Neglect,29
Seymour,0900967610,2013,0 to 8,Emotional Abuse/Maltreatment,Pending,Number,Child Abuse and Neglect,0
Seymour,0900967610,2010,0 to 9,All,Substantiated,Number,Child Abuse and Neglect,27
Seymour,0900967610,2013,0 to 8,All,Substantiated unduplicated,Number,Child Abuse and Neglect,25
Seymour,0900967610,2013,9 to 17,Physical Neglect,Unsubstantiated,Number,Child Abuse and Neglect,25
Seymour,0900967610,2013,0 to 8,Sexual Abuse/Exploitation,Pending,Number,Child Abuse and Neglect,0
Seymour,0900967610,2013,0 to 8,Emotional Abuse/Maltreatment,Unsubstantiated,Number,Child Abuse and Neglect,2
Seymour,0900967610,2011,0 to 9,Physical Neglect,Unsubstantiated,Rate per 1000,Child Abuse and Neglect,39.16
Seymour,0900967610,2013,9 to 17,Emotional Neglect,Substantiated,Number,Child Abuse and Neglect,-9999
Seymour,0900967610,2013,9 to 17,Sexual Abuse/Exploitation,Substantiated,Number,Child Abuse and Neglect,-9999
Seymour,0900967610,2011,0 to 9,Physical Abuse,Unsubstantiated,Number,Child Abuse and Neglect,17
Seymour,0900967610,2008,0 to 9,Physical Abuse,Unsubstantiated,Rate per 1000,Child Abuse and Neglect,10.24
Seymour,0900967610,2008,0 to 9,Physical Neglect,Unsubstantiated,Number,Child Abuse and Neglect,54
Seymour,0900967610,2010,0 to 9,Emotional Neglect,Substantiated,Number,Child Abuse and Neglect,10
Seymour,0900967610,2011,0 to 9,Emotional Neglect,Unsubstantiated,Number,Child Abuse and Neglect,24
Seymour,0900967610,2010,0 to 9,Physical Neglect,Unsubstantiated,Number,Child Abuse and Neglect,52
Seymour,0900967610,2010,0 to 9,Physical Neglect,Substantiated,Number,Child Abuse and Neglect,10
Seymour,0900967610,2013,9 to 17,Sexual Abuse/Exploitation,Unsubstantiated,Number,Child Abuse and Neglect,1
Seymour,0900967610,2010,0 to 9,Physical Neglect,Total reports,Number,Child Abuse and Neglect,66
Seymour,0900967610,2008,0 to 9,Physical Abuse,Total reports,Number,Child Abuse and Neglect,17
Seymour,0900967610,2008,0 to 9,Physical Neglect,Substantiated,Number,Child Abuse and Neglect,22
Seymour,0900967610,2008,0 to 9,Physical Neglect,Substantiated,Rate per 1000,Child Abuse and Neglect,13.25
Seymour,0900967610,2013,0 to 8,Medical Neglect,Substantiated,Number,Child Abuse and Neglect,-9999
Seymour,0900967610,2010,0 to 9,Emotional Neglect,Unsubstantiated,Rate per 1000,Child Abuse and Neglect,6.63
Seymour,0900967610,2009,0 to 9,Physical Neglect,Unsubstantiated,Rate per 1000,Child Abuse and Neglect,36.75
Seymour,0900967610,2008,0 to 9,Physical Abuse,Total reports,Rate per 1000,Child Abuse and Neglect,10.24
Seymour,0900967610,2010,0 to 9,Physical Abuse,Total reports,Number,Child Abuse and Neglect,14
Seymour,0900967610,2009,0 to 9,Emotional Neglect,Total reports,Rate per 1000,Child Abuse and Neglect,11.45
Seymour,0900967610,2011,0 to 9,Emotional Neglect,Unsubstantiated,Rate per 1000,Child Abuse and Neglect,14.46
Seymour,0900967610,2013,0 to 8,Physical Abuse,Pending,Number,Child Abuse and Neglect,1
Seymour,0900967610,2009,0 to 9,Physical Neglect,Unsubstantiated,Number,Child Abuse and Neglect,61
Seymour,0900967610,2011,0 to 9,Emotional Neglect,Total reports,Number,Child Abuse and Neglect,36
Seymour,0900967610,2011,0 to 9,Physical Neglect,Unsubstantiated,Number,Child Abuse and Neglect,65
Seymour,0900967610,2013,0 to 8,Medical Neglect,Pending,Number,Child Abuse and Neglect,0
Seymour,0900967610,2008,0 to 9,Emotional Neglect,Unsubstantiated,Rate per 1000,Child Abuse and Neglect,13.86
Seymour,0900967610,2013,0 to 8,Educational Neglect,Substantiated,Number,Child Abuse and Neglect,-9999
Seymour,0900967610,2013,9 to 17,Emotional Abuse/Maltreatment,Substantiated,Number,Child Abuse and Neglect,-9999
Seymour,0900967610,2010,0 to 9,All,Substantiated,Rate per 1000,Child Abuse and Neglect,16.27
Seymour,0900967610,2009,0 to 9,Physical Abuse,Unsubstantiated,Rate per 1000,Child Abuse and Neglect,13.86
Seymour,0900967610,2013,9 to 17,All,Substantiated unduplicated,Number,Child Abuse and Neglect,-9999
Seymour,0900967610,2011,0 to 9,Physical Neglect,Total reports,Number,Child Abuse and Neglect,83
Seymour,0900967610,2011,0 to 9,Physical Neglect,Total reports,Rate per 1000,Child Abuse and Neglect,50
Seymour,0900967610,2009,0 to 9,All,Substantiated,Rate per 1000,Child Abuse and Neglect,7.83
Seymour,0900967610,2013,0 to 8,Emotional Neglect,Pending,Number,Child Abuse and Neglect,3
Seymour,0900967610,2013,9 to 17,Medical Neglect,Pending,Number,Child Abuse and Neglect,0
Seymour,0900967610,2013,9 to 17,Physical Neglect,Pending,Number,Child Abuse and Neglect,5
Seymour,0900967610,2013,9 to 17,Emotional Neglect,Pending,Number,Child Abuse and Neglect,3
Seymour,0900967610,2013,9 to 17,Sexual Abuse/Exploitation,Pending,Number,Child Abuse and Neglect,0
Seymour,0900967610,2011,0 to 9,All,Substantiated,Rate per 1000,Child Abuse and Neglect,13.86
Seymour,0900967610,2011,0 to 9,All,Substantiated unduplicated,Rate per 1000,Child Abuse and Neglect,10.84
Seymour,0900967610,2008,0 to 9,Physical Neglect,Total reports,Rate per 1000,Child Abuse and Neglect,45.78
Seymour,0900967610,2008,0 to 9,Physical Neglect,Total reports,Number,Child Abuse and Neglect,76
Seymour,0900967610,2009,0 to 9,Physical Neglect,Total reports,Number,Child Abuse and Neglect,67
Seymour,0900967610,2010,0 to 9,Emotional Neglect,Substantiated,Rate per 1000,Child Abuse and Neglect,6.02
Seymour,0900967610,2009,0 to 9,Physical Abuse,Unsubstantiated,Number,Child Abuse and Neglect,23
Seymour,0900967610,2011,0 to 9,Physical Neglect,Substantiated,Rate per 1000,Child Abuse and Neglect,7.83
Seymour,0900967610,2008,0 to 9,Emotional Neglect,Total reports,Rate per 1000,Child Abuse and Neglect,17.47
Seymour,0900967610,2010,0 to 9,Physical Abuse,Unsubstantiated,Number,Child Abuse and Neglect,12
Seymour,0900967610,2013,9 to 17,Emotional Abuse/Maltreatment,Pending,Number,Child Abuse and Neglect,0
Seymour,0900967610,2013,0 to 8,Educational Neglect,Pending,Number,Child Abuse and Neglect,0
Seymour,0900967610,2010,0 to 9,Physical Abuse,Unsubstantiated,Rate per 1000,Child Abuse and Neglect,7.23
Seymour,0900967610,2013,9 to 17,All,Referred to Family Assessment Response,Number,Child Abuse and Neglect,21
Seymour,0900967610,2010,0 to 9,Physical Abuse,Total reports,Rate per 1000,Child Abuse and Neglect,8.43
Seymour,0900967610,2008,0 to 9,All,Substantiated,Number,Child Abuse and Neglect,37
Seymour,0900967610,2011,0 to 9,Physical Abuse,Total reports,Rate per 1000,Child Abuse and Neglect,12.65
Seymour,0900967610,2011,0 to 9,Physical Abuse,Unsubstantiated,Rate per 1000,Child Abuse and Neglect,10.24
Seymour,0900967610,2009,0 to 9,All,Substantiated,Number,Child Abuse and Neglect,13
Seymour,0900967610,2011,0 to 9,All,Substantiated,Number,Child Abuse and Neglect,23
Seymour,0900967610,2013,9 to 17,Educational Neglect,Pending,Number,Child Abuse and Neglect,0
Seymour,0900967610,2013,0 to 8,All,Referred to Family Assessment Response,Number,Child Abuse and Neglect,41
Seymour,0900967610,2013,9 to 17,Physical Abuse,Pending,Number,Child Abuse and Neglect,1
Seymour,0900967610,2012,0 to 9,All,Substantiated unduplicated,Rate per 1000,Child Abuse and Neglect,16.27
Seymour,0900967610,2009,0 to 9,Emotional Neglect,Unsubstantiated,Rate per 1000,Child Abuse and Neglect,9.04
Seymour,0900967610,2010,0 to 9,Physical Neglect,Unsubstantiated,Rate per 1000,Child Abuse and Neglect,31.33
Seymour,0900967610,2011,0 to 9,All,Substantiated unduplicated,Number,Child Abuse and Neglect,18
Seymour,0900967610,2010,0 to 9,Emotional Neglect,Total reports,Number,Child Abuse and Neglect,23
Seymour,0900967610,2008,0 to 9,Emotional Neglect,Unsubstantiated,Number,Child Abuse and Neglect,23
Seymour,0900967610,2008,0 to 9,Physical Neglect,Unsubstantiated,Rate per 1000,Child Abuse and Neglect,32.53
Seymour,0900967610,2011,0 to 9,Physical Abuse,Total reports,Number,Child Abuse and Neglect,21
Sharon,0900567960,2008,0 to 9,Physical Neglect,Unsubstantiated,Number,Child Abuse and Neglect,10
Sharon,0900567960,2013,0 to 8,All,Referred to Family Assessment Response,Number,Child Abuse and Neglect,-9999
Sharon,0900567960,2008,0 to 9,Emotional Neglect,Unsubstantiated,Number,Child Abuse and Neglect,11
